# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4093049	4093876	-							MPAO1_19275	828		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4093912	4095027	-					phnW		MPAO1_19280	1116		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4095195	4096055	+							MPAO1_19285	861		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4096064	4096588	-							MPAO1_19290	525		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4096615	4097388	-							MPAO1_19295	774		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4097392	4097853	-							MPAO1_19300	462		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4097917	4098390	-							MPAO1_19305	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4098539	4100590	+							MPAO1_19310	2052		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4100667	4101206	+					lepB		MPAO1_19315	540		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4101213	4103768	-							MPAO1_19320	2556		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4103897	4104880	-							MPAO1_19325	984		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4104877	4105404	-							MPAO1_19330	528		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4105553	4106002	-							MPAO1_19335	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4106079	4106354	-							MPAO1_19340	276		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4106422	4107402	+							MPAO1_19345	981		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4107414	4108346	-							MPAO1_19350	933		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4108601	4108894	-							MPAO1_19355	294		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4108891	4110015	-					rnd		MPAO1_19360	1125		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4110156	4111217	+							MPAO1_19365	1062		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4111518	4112372	+							MPAO1_19370	855		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4112397	4113236	-							MPAO1_19375	840		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4113348	4113941	+							MPAO1_19380	594		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4114163	4114642	+							MPAO1_19385	480		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4114848	4116122	+							MPAO1_19390	1275		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4116181	4116735	-							MPAO1_19395	555		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4116900	4118099	-							MPAO1_19400	1200		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4118173	4118622	-							MPAO1_19405	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4118754	4120574	+							MPAO1_19410	1821		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4120605	4121165	-							MPAO1_19415	561		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4121284	4122789	+							MPAO1_19420	1506		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4122752	4123489	-							MPAO1_19425	738		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4123492	4124076	-							MPAO1_19430	585		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4124073	4125128	-					cobT		MPAO1_19435	1056		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4125125	4125646	-							MPAO1_19440	522		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4125639	4127111	-							MPAO1_19445	1473		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4127104	4128099	-							MPAO1_19450	996		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4128092	4129030	-							MPAO1_19455	939		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4129027	4129683	-					bluB		MPAO1_19460	657		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4129685	4130992	-							MPAO1_19465	1308		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4131024	4131635	-					cobO		MPAO1_19470	612		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4131699	4133549	-					btuB		MPAO1_19475	1851		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4133901	4135940	-							MPAO1_19480	2040		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4136185	4136853	+							MPAO1_19485	669		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4136970	4137914	+							MPAO1_19490	945		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4137911	4139026	+							MPAO1_19495	1116		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4139023	4139259	+							MPAO1_19500	237		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4139256	4140509	+							MPAO1_19505	1254		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4140506	4141408	-							MPAO1_19510	903		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4141508	4142374	+							MPAO1_19515	867		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4142437	4142661	-							MPAO1_19520	225		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4142671	4143615	-							MPAO1_19525	945		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4143654	4145096	+							MPAO1_19530	1443		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4145261	4145935	+							MPAO1_19535	675		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4146193	4147014	+							MPAO1_19540	822		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4147073	4148815	+							MPAO1_19545	1743		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4148815	4149480	+							MPAO1_19550	666		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4149491	4150135	+							MPAO1_19555	645		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4150132	4150854	+							MPAO1_19560	723		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4150880	4151914	+							MPAO1_19565	1035		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4152065	4152982	+							MPAO1_19570	918		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4153075	4154655	+							MPAO1_19575	1581		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4154759	4155763	-							MPAO1_19580	1005		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4156003	4157628	+							MPAO1_19585	1626		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4157641	4158036	-							MPAO1_19590	396		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4158283	4159722	-							MPAO1_19595	1440		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4159615	4159854	+							MPAO1_19600	240		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4159962	4160084	-							MPAO1_19605	123		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4160081	4161526	-							MPAO1_19610	1446		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4161530	4162828	-							MPAO1_19615	1299		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4162825	4164606	-							MPAO1_19620	1782		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4164693	4165937	-							MPAO1_19625	1245		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4166952	4167293	+							MPAO1_19630	342		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4167529	4170105	+							MPAO1_19635	2577		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4170128	4171900	-							MPAO1_19640	1773		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4171980	4172540	-							MPAO1_19645	561		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4172705	4173502	+							MPAO1_19650	798		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4173559	4174443	+							MPAO1_19655	885		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4174826	4176274	+							MPAO1_19660	1449		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4176271	4177422	+							MPAO1_19665	1152		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4177412	4178923	+							MPAO1_19670	1512		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4178926	4179708	-							MPAO1_19675	783		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4179900	4180403	+							MPAO1_19680	504		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4180425	4180682	-							MPAO1_19685	258		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4180679	4182718	-							MPAO1_19690	2040		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4182718	4183626	-							MPAO1_19695	909		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4183639	4183836	-							MPAO1_19700	198		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4183970	4184776	+							MPAO1_19705	807		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4184886	4185236	+							MPAO1_19710	351		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4185313	4186161	-							MPAO1_19715	849		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4186200	4186808	-							MPAO1_19720	609		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4186914	4187540	+							MPAO1_19725	627		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4187550	4188329	-							MPAO1_19730	780		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4188414	4189307	+							MPAO1_19735	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4189403	4190560	+							MPAO1_19740	1158		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4191244	4193100	+							MPAO1_19745	1857		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4193097	4194359	+							MPAO1_19750	1263		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4194353	4194967	+							MPAO1_19755	615		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4194964	4195842	+							MPAO1_19760	879		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4195839	4197206	+							MPAO1_19765	1368		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4197203	4197949	+							MPAO1_19770	747		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4197959	4199437	+							MPAO1_19775	1479		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4199437	4201035	+							MPAO1_19780	1599		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4201032	4201991	+							MPAO1_19785	960		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4201988	4203217	+							MPAO1_19790	1230		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4203214	4203849	+							MPAO1_19795	636		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4203967	4204665	+							MPAO1_19800	699		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4204835	4205770	+							MPAO1_19805	936		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4205787	4207286	-							MPAO1_19810	1500		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4207453	4209294	-							MPAO1_19815	1842		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4209297	4209770	-							MPAO1_19820	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4209930	4210877	-							MPAO1_19825	948		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4210904	4211461	-							MPAO1_19830	558		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4211489	4211896	-							MPAO1_19835	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4212040	4212657	-							MPAO1_19840	618		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4212958	4213872	+							MPAO1_19845	915		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4213880	4214542	-							MPAO1_19850	663		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4214562	4215095	-							MPAO1_19855	534		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4215178	4215795	-							MPAO1_19860	618		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4215861	4216631	-							MPAO1_19865	771		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4216644	4218044	-							MPAO1_19870	1401		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4218255	4219019	+							MPAO1_19875	765		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4219124	4220542	+							MPAO1_19880	1419		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4220544	4221215	-							MPAO1_19885	672		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4221262	4222086	-					ttcA		MPAO1_19890	825		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4222189	4222782	+							MPAO1_19895	594		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4222941	4223540	+							MPAO1_19900	600		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4223708	4224205	+							MPAO1_19905	498		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4224207	4225388	-							MPAO1_19910	1182		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4225477	4226616	-							MPAO1_19915	1140		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4226718	4227737	-							MPAO1_19920	1020		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4227734	4228363	-							MPAO1_19925	630		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4228565	4229455	+							MPAO1_19930	891		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4229530	4230840	-							MPAO1_19935	1311		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4230829	4231026	+							MPAO1_19940	198		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4231176	4232177	+							MPAO1_19945	1002		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4232181	4235543	-							MPAO1_19950	3363		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4235645	4236991	-							MPAO1_19955	1347		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4236988	4237665	-							MPAO1_19960	678		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4237745	4238347	-							MPAO1_19965	603		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4238569	4238736	+					napE		MPAO1_19970	168		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4238745	4239236	+					napF		MPAO1_19975	492		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4239229	4239558	+							MPAO1_19980	330		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4239539	4242043	+					napA		MPAO1_19985	2505		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4242054	4242545	+							MPAO1_19990	492		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4242556	4243152	+							MPAO1_19995	597		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4243184	4244380	-							MPAO1_20000	1197		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4244837	4245571	+							MPAO1_20005	735		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4245615	4247672	-							MPAO1_20010	2058		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4247750	4248070	-							MPAO1_20015	321		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4248570	4249241	-							MPAO1_20020	672		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4249417	4250205	+							MPAO1_20025	789		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4250433	4251161	+							MPAO1_20030	729		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4251162	4251974	-					tcdA		MPAO1_20035	813		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4252186	4254795	+							MPAO1_20040	2610		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	4254910	4256061	+							MPAO1_20045	1152		
